id_espacio_publico,id_fuente,parte_original,area_m2,area_ha
EP004388,1,4389,129.83,0.013
EP004389,1,4390,11039.99,1.104
EP004390,1,4391,3010.1,0.301
EP004391,1,4392,6911.09,0.6911
EP004392,1,4393,5085.17,0.5085
EP004393,1,4394,1226.01,0.1226
EP004394,1,4395,425.7,0.0426
EP004395,1,4396,2714.27,0.2714
EP004396,1,4397,705.33,0.0705
EP004397,1,4398,511.49,0.0511
EP004398,1,4399,1188.95,0.1189
EP004399,1,4400,29.07,0.0029
EP004400,1,4401,629.9,0.063
EP004401,1,4402,589.05,0.0589
EP004402,1,4403,942.2,0.0942
EP004403,1,4404,16170.25,1.617
EP004404,1,4405,446.86,0.0447
EP004405,1,4406,15962.62,1.5963
EP004406,1,4407,476.23,0.0476
EP004407,1,4408,492.04,0.0492
EP004408,1,4409,587.32,0.0587
EP004409,1,4410,1911.77,0.1912
EP004410,1,4411,293.92,0.0294
EP004411,1,4412,92.76,0.0093
EP004412,1,4413,18.91,0.0019
EP004413,1,4414,719.14,0.0719
EP004414,1,4415,1611.16,0.1611
EP004415,1,4416,834.48,0.0834
EP004416,1,4417,812.86,0.0813
EP004417,1,4418,845.37,0.0845
EP004418,1,4419,362.99,0.0363
EP004419,1,4420,454.6,0.0455
EP004420,1,4421,5453.57,0.5454
EP004421,1,4422,1352.87,0.1353
EP004422,1,4423,607.27,0.0607
EP004423,1,4424,19860.33,1.986
EP004424,1,4425,47.97,0.0048
EP004425,1,4426,44.61,0.0045
EP004426,1,4427,110.53,0.0111
EP004427,1,4428,1503.25,0.1503
EP004428,1,4429,2111.77,0.2112
EP004429,1,4430,123.08,0.0123
EP004430,1,4431,800.24,0.08
EP004431,1,4432,625.72,0.0626
EP004432,1,4433,21.76,0.0022
EP004433,1,4434,24702.46,2.4702
EP004434,1,4435,286.37,0.0286
EP004435,1,4436,245.11,0.0245
EP004436,1,4437,339.15,0.0339
EP004437,1,4438,951.9,0.0952
EP004438,1,4439,91.74,0.0092
EP004439,1,4440,28.44,0.0028
EP004440,1,4441,4973.08,0.4973
EP004441,1,4442,3713.81,0.3714
EP004442,1,4443,3556.33,0.3556
EP004443,1,4444,1066.88,0.1067
EP004444,1,4445,486.41,0.0486
EP004445,1,4446,142.26,0.0142
EP004446,1,4447,196.91,0.0197
EP004447,1,4448,1109.89,0.111
EP004448,1,4449,669.59,0.067
EP004449,1,4450,230.84,0.0231
EP004450,1,4451,11246.67,1.1247
EP004451,1,4452,429.6,0.043
EP004452,1,4453,2516.08,0.2516
EP004453,1,4454,373.79,0.0374
EP004454,1,4455,187.89,0.0188
EP004455,1,4456,5938.93,0.5939
EP004456,1,4457,216.26,0.0216
EP004457,1,4458,2399.84,0.24
EP004458,1,4459,1561.92,0.1562
EP004459,1,4460,541.01,0.0541
EP004460,1,4461,2580.01,0.258
EP004461,1,4462,2783.66,0.2784
EP004462,1,4463,5252.67,0.5253
EP004463,1,4464,157.55,0.0158
EP004464,1,4465,862.57,0.0863
EP004465,1,4466,1185.89,0.1186
EP004466,1,4467,5359.25,0.5359
EP004467,1,4468,398.14,0.0398
EP004468,1,4469,126.95,0.0127
EP004469,1,4470,43.05,0.0043
EP004470,1,4471,1804.47,0.1804
EP004471,1,4472,2234.16,0.2234
EP004472,1,4473,337.75,0.0338
EP004473,1,4474,1018.97,0.1019
EP004474,1,4475,373.28,0.0373
EP004475,1,4476,76.82,0.0077
EP004476,1,4477,5719.01,0.5719
EP004477,1,4478,221.11,0.0221
EP004478,1,4479,722.63,0.0723
EP004479,1,4480,46.85,0.0047
EP004480,1,4481,1568.2,0.1568
EP004481,1,4482,1832.5,0.1832
EP004482,1,4483,77079.12,7.7079
EP004483,1,4484,2234.71,0.2235
EP004484,1,4485,87694.17,8.7694
EP004485,1,4486,40504.83,4.0505
EP004486,1,4487,3436.9,0.3437
EP004487,1,4488,1006.36,0.1006
EP004488,1,4489,930.65,0.0931
EP004489,1,4490,185.71,0.0186
EP004490,1,4491,129.12,0.0129
EP004491,1,4492,162.11,0.0162
EP004492,1,4493,32.65,0.0033
EP004493,1,4494,567.32,0.0567
EP004494,1,4495,1636.27,0.1636
EP004495,1,4496,5843.19,0.5843
EP004496,1,4497,4121.05,0.4121
EP004497,1,4498,1042.84,0.1043
EP004498,1,4499,9525.77,0.9526
EP004499,1,4500,371606.4,37.1606
EP004500,1,4501,1599.3,0.1599
EP004501,1,4502,1959.27,0.1959
EP004502,1,4503,813.74,0.0814
EP004503,1,4504,9681.82,0.9682
EP004504,1,4505,1573.61,0.1574
EP004505,1,4506,1297.94,0.1298
EP004506,1,4507,778.32,0.0778
EP004507,1,4508,2376.59,0.2377
EP004508,1,4509,73741.96,7.3742
EP004509,1,4510,3933.6,0.3934
EP004510,1,4511,1287.47,0.1287
EP004511,1,4512,13617.19,1.3617
EP004512,1,4513,4056.24,0.4056
EP004513,1,4514,3367.23,0.3367
EP004514,1,4515,609.66,0.061
EP004515,1,4516,327.46,0.0327
EP004516,1,4517,2250.12,0.225
EP004517,1,4518,1697.39,0.1697
EP004518,1,4519,123.7,0.0124
EP004519,1,4520,1734.79,0.1735
EP004520,1,4521,12158.61,1.2159
EP004521,1,4522,1209.77,0.121
EP004522,1,4523,18336.16,1.8336
EP004523,1,4524,3759.17,0.3759
EP004524,1,4525,824.38,0.0824
EP004525,1,4526,496.02,0.0496
EP004526,1,4527,940.08,0.094
EP004527,1,4528,2942.0,0.2942
EP004528,1,4529,9.34,0.0009
EP004529,1,4530,4672.48,0.4672
EP004530,1,4531,73.57,0.0074
EP004531,1,4532,1022.65,0.1023
EP004532,1,4533,6876.11,0.6876
EP004533,1,4534,8192.25,0.8192
EP004534,1,4535,7497.94,0.7498
EP004535,1,4536,23.3,0.0023
EP004536,1,4537,207.45,0.0207
EP004537,1,4538,4658.71,0.4659
EP004538,1,4539,27.86,0.0028
EP004539,1,4540,302.12,0.0302
EP004540,1,4541,10506.52,1.0507
EP004541,1,4542,537.26,0.0537
EP004542,1,4543,16.98,0.0017
EP004543,1,4544,32.79,0.0033
EP004544,1,4545,31156.8,3.1157
EP004545,1,4546,53.09,0.0053
EP004546,1,4547,29.04,0.0029
EP004547,1,4548,23.08,0.0023
EP004548,1,4549,757.24,0.0757
EP004549,1,4550,9.95,0.001
EP004550,1,4551,38509.69,3.851
EP004551,1,4552,1490.19,0.149
EP004552,1,4553,1937.09,0.1937
EP004553,1,4554,26024.17,2.6024
EP004554,1,4555,3089.1,0.3089
EP004555,1,4556,448747.36,44.8747
EP004556,1,4557,34.78,0.0035
EP004557,1,4558,875.16,0.0875
EP004558,1,4559,314.62,0.0315
EP004559,1,4560,31.69,0.0032
EP004560,1,4561,72.62,0.0073
EP004561,1,4562,23050.59,2.3051
EP004562,1,4563,55.69,0.0056
EP004563,1,4564,8306.08,0.8306
EP004564,1,4565,359.4,0.0359
EP004565,1,4566,77.5,0.0077
EP004566,1,4567,111.34,0.0111
EP004567,1,4568,1490.12,0.149
EP004568,1,4569,4103.24,0.4103
EP004569,1,4570,2417.56,0.2418
EP004570,1,4571,106.38,0.0106
EP004571,1,4572,586.38,0.0586
EP004572,1,4573,44586.48,4.4586
EP004573,1,4574,159.52,0.016
EP004574,1,4575,551.4,0.0551
EP004575,1,4576,99.96,0.01
EP004576,1,4577,3044.14,0.3044
EP004577,1,4578,1665.0,0.1665
EP004578,1,4579,34145.36,3.4145
EP004579,1,4580,711.3,0.0711
EP004580,1,4581,14.65,0.0015
EP004581,1,4582,1011.95,0.1012
EP004582,1,4583,276.75,0.0277
EP004583,1,4584,57.26,0.0057
EP004584,1,4585,6070.6,0.6071
EP004585,1,4586,175.93,0.0176
EP004586,1,4587,9264.11,0.9264
EP004587,1,4588,615.64,0.0616
EP004588,1,4589,332.14,0.0332
EP004589,1,4590,1098.93,0.1099
EP004590,1,4591,267.66,0.0268
EP004591,1,4592,220.85,0.0221
EP004592,1,4593,707.56,0.0708
EP004593,1,4594,259.9,0.026
EP004594,1,4595,2088.39,0.2088
EP004595,1,4596,9444.52,0.9445
EP004596,1,4597,144.19,0.0144
EP004597,1,4598,560.83,0.0561
EP004598,1,4599,2473.84,0.2474
EP004599,1,4600,459.81,0.046
EP004600,1,4601,3596.48,0.3596
EP004601,1,4602,949.97,0.095
EP004602,1,4603,1818.62,0.1819
EP004603,1,4604,5424.8,0.5425
EP004604,1,4605,1970.22,0.197
EP004605,1,4606,240.13,0.024
EP004606,1,4607,1064.68,0.1065
EP004607,1,4608,18294.95,1.8295
EP004608,1,4609,893.44,0.0893
EP004609,1,4610,983.54,0.0984
EP004610,1,4611,36.49,0.0036
EP004611,1,4612,403.23,0.0403
EP004612,1,4613,29.39,0.0029
EP004613,1,4614,1043.52,0.1044
EP004614,1,4615,27.1,0.0027
EP004615,1,4616,15897.83,1.5898
EP004616,1,4617,1480.59,0.1481
EP004617,1,4618,30.72,0.0031
EP004618,1,4619,53671.66,5.3672
EP004619,1,4620,1928.34,0.1928
EP004620,1,4621,31.5,0.0031
EP004621,1,4622,134.54,0.0135
EP004622,1,4623,5024.1,0.5024
EP004623,1,4624,118.39,0.0118
EP004624,1,4625,316.06,0.0316
EP004625,1,4626,152.64,0.0153
EP004626,1,4627,50.26,0.005
EP004627,1,4628,313.11,0.0313
EP004628,1,4629,5876.97,0.5877
EP004629,1,4630,1034.31,0.1034
EP004630,1,4631,22.38,0.0022
EP004631,1,4632,4349.11,0.4349
EP004632,1,4633,1674.84,0.1675
EP004633,1,4634,7538.44,0.7538
EP004634,1,4635,974.73,0.0975
EP004635,1,4636,1766.02,0.1766
EP004636,1,4637,0.21,0.0
EP004637,1,4638,22523.31,2.2523
EP004638,1,4639,83.69,0.0084
EP004639,1,4640,36457.99,3.6458
EP004640,1,4641,2925.13,0.2925
EP004641,1,4642,438.31,0.0438
EP004642,1,4643,25940.56,2.5941
EP004643,1,4644,231.03,0.0231
EP004644,1,4645,774.42,0.0774
EP004645,1,4646,26.65,0.0027
EP004646,1,4647,40.37,0.004
EP004647,1,4648,579.94,0.058
EP004648,1,4649,165.19,0.0165
EP004649,1,4650,29.2,0.0029
EP004650,1,4651,571.47,0.0571
EP004651,1,4652,27.12,0.0027
EP004652,1,4653,271.38,0.0271
EP004653,1,4654,9669.01,0.9669
EP004654,1,4655,6264.13,0.6264
EP004655,1,4656,83.64,0.0084
EP004656,1,4657,11714.21,1.1714
EP004657,1,4658,1733.75,0.1734
EP004658,1,4659,7337.12,0.7337
EP004659,1,4660,0.37,0.0
EP004660,1,4661,1357.69,0.1358
EP004661,1,4662,1126.49,0.1126
EP004662,1,4663,84240.4,8.424
EP004663,1,4664,3840.24,0.384
EP004664,1,4665,963.35,0.0963
EP004665,1,4666,2202.47,0.2202
EP004666,1,4667,2275.43,0.2275
EP004667,1,4668,935.33,0.0935
EP004668,1,4669,1032.0,0.1032
EP004669,1,4670,806.72,0.0807
EP004670,1,4671,619.14,0.0619
EP004671,1,4672,1047.31,0.1047
EP004672,1,4673,621.06,0.0621
EP004673,1,4674,30378.61,3.0379
EP004674,1,4675,3235.33,0.3235
EP004675,1,4676,21890.66,2.1891
EP004676,1,4677,669.0,0.0669
EP004677,1,4678,2283.26,0.2283
EP004678,1,4679,1849.11,0.1849
EP004679,1,4680,28786.11,2.8786
EP004680,1,4681,12861.34,1.2861
EP004681,1,4682,716.1,0.0716
EP004682,1,4683,2216.52,0.2217
EP004683,1,4684,1344.0,0.1344
EP004684,1,4685,266.02,0.0266
EP004685,1,4686,11114.02,1.1114
EP004686,1,4687,11455.44,1.1455
EP004687,1,4688,1115.28,0.1115
EP004688,1,4689,29918.99,2.9919
EP004689,1,4690,2512.66,0.2513
EP004690,1,4691,1455.01,0.1455
EP004691,1,4692,103.54,0.0104
EP004692,1,4693,336.32,0.0336
EP004693,1,4694,4422.88,0.4423
EP004694,1,4695,280.83,0.0281
EP004695,1,4696,121.47,0.0121
EP004696,1,4697,2305.7,0.2306
EP004697,1,4698,575.69,0.0576
EP004698,1,4699,891.02,0.0891
EP004699,1,4700,116.87,0.0117
EP004700,1,4701,635.87,0.0636
EP004701,1,4702,1069.43,0.1069
EP004702,1,4703,418.94,0.0419
EP004703,1,4704,10202.87,1.0203
EP004704,1,4705,232.5,0.0233
EP004705,1,4706,1759.99,0.176
EP004706,1,4707,1987.21,0.1987
EP004707,1,4708,153.73,0.0154
EP004708,1,4709,256089.94,25.609
EP004709,1,4710,2536.36,0.2536
EP004710,1,4711,4579.69,0.458
EP004711,1,4712,1950.89,0.1951
EP004712,1,4713,145.63,0.0146
EP004713,1,4714,6040.42,0.604
EP004714,1,4715,1629.38,0.1629
EP004715,1,4716,1220.16,0.122
EP004716,1,4717,1162.52,0.1163
EP004717,1,4718,1668.34,0.1668
EP004718,1,4719,548.21,0.0548
EP004719,1,4720,5758.77,0.5759
EP004720,1,4721,294.13,0.0294
EP004721,1,4722,1731.7,0.1732
EP004722,1,4723,799.42,0.0799
EP004723,1,4724,29.68,0.003
EP004724,1,4725,112.65,0.0113
EP004725,1,4726,68.13,0.0068
EP004726,1,4727,68.28,0.0068
EP004727,1,4728,93.45,0.0093
EP004728,1,4729,1116.07,0.1116
EP004729,1,4730,528.21,0.0528
EP004730,1,4731,1436.29,0.1436
EP004731,1,4732,694.38,0.0694
EP004732,1,4733,13978.88,1.3979
EP004733,1,4734,1121.42,0.1121
EP004734,1,4735,12705.44,1.2705
EP004735,1,4736,224.38,0.0224
EP004736,1,4737,76.9,0.0077
EP004737,1,4738,5081.65,0.5082
EP004738,1,4739,259.48,0.0259
EP004739,1,4740,68.74,0.0069
EP004740,1,4741,1947.83,0.1948
EP004741,1,4742,37.38,0.0037
EP004742,1,4743,922.68,0.0923
EP004743,1,4744,70.13,0.007
EP004744,1,4745,1409.41,0.1409
EP004745,1,4746,54.11,0.0054
EP004746,1,4747,39.32,0.0039
EP004747,1,4748,571.49,0.0571
EP004748,1,4749,428.06,0.0428
EP004749,1,4750,1109.76,0.111
EP004750,1,4751,51.63,0.0052
EP004751,1,4752,4311.01,0.4311
EP004752,1,4753,578.43,0.0578
EP004753,1,4754,355.26,0.0355
EP004754,1,4755,1734.88,0.1735
EP004755,1,4756,445.27,0.0445
EP004756,1,4757,1772.43,0.1772
EP004757,1,4758,19619.36,1.9619
EP004758,1,4759,52.49,0.0052
EP004759,1,4760,130.81,0.0131
EP004760,1,4761,759.71,0.076
EP004761,1,4762,44296.68,4.4297
EP004762,1,4763,3064.9,0.3065
EP004763,1,4764,638.51,0.0639
EP004764,1,4765,1420.17,0.142
EP004765,1,4766,785.41,0.0785
EP004766,1,4767,3605.7,0.3606
EP004767,1,4768,279.47,0.0279
EP004768,1,4769,582.6,0.0583
EP004769,1,4770,3753.65,0.3754
EP004770,1,4771,289.23,0.0289
EP004771,1,4772,7536.75,0.7537
EP004772,1,4773,788.19,0.0788
EP004773,1,4774,435.81,0.0436
EP004774,1,4775,3710.43,0.371
EP004775,1,4776,5427.78,0.5428
EP004776,1,4777,142.49,0.0142
EP004777,1,4778,1048.52,0.1049
EP004778,1,4779,3992.27,0.3992
EP004779,1,4780,477.28,0.0477
EP004780,1,4781,15469.75,1.547
EP004781,1,4782,3348.72,0.3349
EP004782,1,4783,41.38,0.0041
EP004783,1,4784,146.61,0.0147
EP004784,1,4785,138.68,0.0139
EP004785,1,4786,168.72,0.0169
EP004786,1,4787,2605.53,0.2606
EP004787,1,4788,5152.76,0.5153
EP004788,1,4789,2208.94,0.2209
EP004789,1,4790,308.81,0.0309
EP004790,1,4791,120.69,0.0121
EP004791,1,4792,202.32,0.0202
EP004792,1,4793,154.1,0.0154
EP004793,1,4794,15884.35,1.5884
EP004794,1,4795,38388.66,3.8389
EP004795,1,4796,5165.79,0.5166
EP004796,1,4797,540.05,0.054
EP004797,1,4798,5995.26,0.5995
EP004798,1,4799,10747.67,1.0748
EP004799,1,4800,520.57,0.0521
EP004800,1,4801,96.48,0.0096
EP004801,1,4802,366.98,0.0367
EP004802,1,4803,1453.21,0.1453
EP004803,1,4804,931.11,0.0931
EP004804,1,4805,1624.79,0.1625
EP004805,1,4806,629.25,0.0629
EP004806,1,4807,220.03,0.022
EP004807,1,4808,34.14,0.0034
EP004808,1,4809,177.09,0.0177
EP004809,1,4810,4052.48,0.4052
EP004810,1,4811,11.96,0.0012
EP004811,1,4812,3797.31,0.3797
EP004812,1,4813,1601.26,0.1601
EP004813,1,4814,915.86,0.0916
EP004814,1,4815,11069.51,1.107
EP004815,1,4816,749.83,0.075
EP004816,1,4817,386.44,0.0386
EP004817,1,4818,1207.83,0.1208
EP004818,1,4819,16.22,0.0016
EP004819,1,4820,359.81,0.036
EP004820,1,4821,708.42,0.0708
EP004821,1,4822,187.44,0.0187
EP004822,1,4823,28.62,0.0029
EP004823,1,4824,320.29,0.032
EP004824,1,4825,294.6,0.0295
EP004825,1,4826,188.93,0.0189
EP004826,1,4827,10372.27,1.0372
EP004827,1,4828,14.5,0.0014
EP004828,1,4829,94.24,0.0094
EP004829,1,4830,305.55,0.0306
EP004830,1,4831,4566.19,0.4566
EP004831,1,4832,148.05,0.0148
EP004832,1,4833,1557.81,0.1558
EP004833,1,4834,64.56,0.0065
EP004834,1,4835,394.82,0.0395
EP004835,1,4836,75.28,0.0075
EP004836,1,4837,557.88,0.0558
EP004837,1,4838,275.94,0.0276
EP004838,1,4839,21765.87,2.1766
EP004839,1,4840,23.02,0.0023
EP004840,1,4841,387.38,0.0387
EP004841,1,4842,662.0,0.0662
EP004842,1,4843,220.4,0.022
EP004843,1,4844,272.99,0.0273
EP004844,1,4845,64.29,0.0064
EP004845,1,4846,1720.5,0.172
EP004846,1,4847,1653.13,0.1653
EP004847,1,4848,1337.62,0.1338
EP004848,1,4849,714.44,0.0714
EP004849,1,4850,6108.04,0.6108
EP004850,1,4851,327.49,0.0327
EP004851,1,4852,139.7,0.014
EP004852,1,4853,8922.21,0.8922
EP004853,1,4854,84.22,0.0084
EP004854,1,4855,234.87,0.0235
EP004855,1,4856,3452.14,0.3452
EP004856,1,4857,481.73,0.0482
EP004857,1,4858,184.36,0.0184
EP004858,1,4859,1166.08,0.1166
EP004859,1,4860,31.28,0.0031
EP004860,1,4861,108.91,0.0109
EP004861,1,4862,22.32,0.0022
EP004862,1,4863,9263.06,0.9263
EP004863,1,4864,17938.79,1.7939
EP004864,1,4865,120.82,0.0121
EP004865,1,4866,1079.25,0.1079
EP004866,1,4867,47463.71,4.7464
EP004867,1,4868,27.1,0.0027
EP004868,1,4869,143.91,0.0144
EP004869,1,4870,1178.34,0.1178
EP004870,1,4871,8558.54,0.8559
EP004871,1,4872,611744.01,61.1744
EP004872,1,4873,190.21,0.019
EP004873,1,4874,323.58,0.0324
EP004874,1,4875,2428.6,0.2429
EP004875,1,4876,1809.45,0.1809
EP004876,1,4877,240.69,0.0241
EP004877,1,4878,441.85,0.0442
EP004878,1,4879,8882.07,0.8882
EP004879,1,4880,200.6,0.0201
EP004880,1,4881,27251.72,2.7252
EP004881,1,4882,565.06,0.0565
EP004882,1,4883,9968.1,0.9968
EP004883,1,4884,2998.71,0.2999
EP004884,1,4885,2480.67,0.2481
EP004885,1,4886,1251.05,0.1251
EP004886,1,4887,1377.09,0.1377
EP004887,1,4888,2103.59,0.2104
EP004888,1,4889,1460.16,0.146
EP004889,1,4890,490.04,0.049
EP004890,1,4891,927.91,0.0928
EP004891,1,4892,4447.65,0.4448
EP004892,1,4893,1858.33,0.1858
EP004893,1,4894,3715.0,0.3715
EP004894,1,4895,237.12,0.0237
EP004895,1,4896,347.9,0.0348
EP004896,1,4897,1757.88,0.1758
EP004897,1,4898,1515.91,0.1516
EP004898,1,4899,141055.79,14.1056
EP004899,1,4900,255.57,0.0256
EP004900,1,4901,669.93,0.067
EP004901,1,4902,13949.8,1.395
EP004902,1,4903,477.76,0.0478
EP004903,1,4904,380.5,0.0381
EP004904,1,4905,338.99,0.0339
EP004905,1,4906,8292.95,0.8293
EP004906,1,4907,303.03,0.0303
EP004907,1,4908,3235.24,0.3235
EP004908,1,4909,2711.19,0.2711
EP004909,1,4910,492.89,0.0493
EP004910,1,4911,6385.62,0.6386
EP004911,1,4912,86.99,0.0087
EP004912,1,4913,26293.0,2.6293
EP004913,1,4914,276.54,0.0277
EP004914,1,4915,1081.85,0.1082
EP004915,1,4916,441.82,0.0442
EP004916,1,4917,360.4,0.036
EP004917,1,4918,520.38,0.052
EP004918,1,4919,3918.55,0.3919
EP004919,1,4920,335.56,0.0336
EP004920,1,4921,1084.95,0.1085
EP004921,1,4922,921.71,0.0922
EP004922,1,4923,7032.42,0.7032
EP004923,1,4924,240.24,0.024
EP004924,1,4925,1293.04,0.1293
EP004925,1,4926,18159.72,1.816
EP004926,1,4927,97.76,0.0098
EP004927,1,4928,539.64,0.054
EP004928,1,4929,462.09,0.0462
EP004929,1,4930,9536.62,0.9537
EP004930,1,4931,45496.37,4.5496
EP004931,1,4932,2797.61,0.2798
EP004932,1,4933,268.8,0.0269
EP004933,1,4934,54.37,0.0054
EP004934,1,4935,1337.64,0.1338
EP004935,1,4936,2034.06,0.2034
EP004936,1,4937,690.33,0.069
EP004937,1,4938,1212.8,0.1213
EP004938,1,4939,6941.54,0.6942
EP004939,1,4940,304.46,0.0304
EP004940,1,4941,2640.07,0.264
EP004941,1,4942,2851.13,0.2851
EP004942,1,4943,870.58,0.0871
EP004943,1,4944,683.24,0.0683
EP004944,1,4945,2383.29,0.2383
EP004945,1,4946,19655.9,1.9656
EP004946,1,4947,1755.25,0.1755
EP004947,1,4948,811.11,0.0811
EP004948,1,4949,637.84,0.0638
EP004949,1,4950,3921.53,0.3922
EP004950,1,4951,3428.52,0.3429
EP004951,1,4952,7079.53,0.708
EP004952,1,4953,4848.37,0.4848
EP004953,1,4954,64.29,0.0064
EP004954,1,4955,195.93,0.0196
EP004955,1,4956,3755.54,0.3756
EP004956,1,4957,1342.96,0.1343
EP004957,1,4958,124.7,0.0125
EP004958,1,4959,2244.91,0.2245
EP004959,1,4960,54.74,0.0055
EP004960,1,4961,1322.41,0.1322
EP004961,1,4962,5294.82,0.5295
EP004962,1,4963,188.72,0.0189
EP004963,1,4964,1810.18,0.181
EP004964,1,4965,518.6,0.0519
EP004965,1,4966,64.37,0.0064
EP004966,1,4967,9381.22,0.9381
EP004967,1,4968,68997.74,6.8998
EP004968,1,4969,64.58,0.0065
EP004969,1,4970,423.59,0.0424
EP004970,1,4971,2128.71,0.2129
EP004971,1,4972,265.16,0.0265
EP004972,1,4973,415.06,0.0415
EP004973,1,4974,1632.27,0.1632
EP004974,1,4975,950.6,0.0951
EP004975,1,4976,1193.51,0.1194
EP004976,1,4977,2465.27,0.2465
EP004977,1,4978,932.99,0.0933
EP004978,1,4979,5088.34,0.5088
EP004979,1,4980,1107.54,0.1108
EP004980,1,4981,1213.69,0.1214
EP004981,1,4982,1183.57,0.1184
EP004982,1,4983,1477.67,0.1478
EP004983,1,4984,11011.33,1.1011
EP004984,1,4985,6309.28,0.6309
EP004985,1,4986,5111.58,0.5112
EP004986,1,4987,1782.43,0.1782
EP004987,1,4988,1246.64,0.1247
EP004988,1,4989,7697.28,0.7697
EP004989,1,4990,6528.44,0.6528
EP004990,1,4991,460.93,0.0461
EP004991,1,4992,183.57,0.0184
EP004992,1,4993,665.92,0.0666
EP004993,1,4994,4713.26,0.4713
EP004994,1,4995,191.61,0.0192
EP004995,1,4996,8033.79,0.8034
EP004996,1,4997,339.0,0.0339
EP004997,1,4998,311.65,0.0312
EP004998,1,4999,765.35,0.0765
EP004999,1,5000,929.87,0.093
EP005000,1,5001,854.32,0.0854
EP005001,1,5002,48657.38,4.8657
EP005002,1,5003,1289.09,0.1289
EP005003,1,5004,8856.99,0.8857
EP005004,1,5005,600.07,0.06
EP005005,1,5006,9177.66,0.9178
EP005006,1,5007,2917.26,0.2917
EP005007,1,5008,2097.97,0.2098
EP005008,1,5009,1336.12,0.1336
EP005009,1,5010,8925.53,0.8926
EP005010,1,5011,247.57,0.0248
EP005011,1,5012,1901.92,0.1902
EP005012,1,5013,163.99,0.0164
EP005013,1,5014,510.55,0.0511
EP005014,1,5015,487.42,0.0487
EP005015,1,5016,35.03,0.0035
EP005016,1,5017,2043.39,0.2043
EP005017,1,5018,1719.25,0.1719
EP005018,1,5019,501.93,0.0502
EP005019,1,5020,1127.57,0.1128
EP005020,1,5021,905.5,0.0906
EP005021,1,5022,181.78,0.0182
EP005022,1,5023,423.01,0.0423
EP005023,1,5024,11.2,0.0011
EP005024,1,5025,791.95,0.0792
EP005025,1,5026,33.36,0.0033
EP005026,1,5027,124.25,0.0124
EP005027,1,5028,509.86,0.051
EP005028,1,5029,124.83,0.0125
EP005029,1,5030,1422.57,0.1423
EP005030,1,5031,289.2,0.0289
EP005031,1,5032,2896.52,0.2897
EP005032,1,5033,1558.72,0.1559
EP005033,1,5034,267.51,0.0268
EP005034,1,5035,1469.01,0.1469
EP005035,1,5036,4754.71,0.4755
EP005036,1,5037,1075.88,0.1076
EP005037,1,5038,492.78,0.0493
EP005038,1,5039,20119.66,2.012
EP005039,1,5040,60.46,0.006
EP005040,1,5041,3341.63,0.3342
EP005041,1,5042,111.47,0.0111
EP005042,1,5043,19732.12,1.9732
EP005043,1,5044,128.79,0.0129
EP005044,1,5045,16746.28,1.6746
EP005045,1,5046,3222.1,0.3222
EP005046,1,5047,10060.55,1.0061
EP005047,1,5048,80558.79,8.0559
EP005048,1,5049,299.64,0.03
EP005049,1,5050,945.64,0.0946
EP005050,1,5051,1033.12,0.1033
EP005051,1,5052,1074.13,0.1074
EP005052,1,5053,519.31,0.0519
EP005053,1,5054,1173.83,0.1174
EP005054,1,5055,949.93,0.095
EP005055,1,5056,4326.35,0.4326
EP005056,1,5057,3772.39,0.3772
EP005057,1,5058,194.45,0.0194
EP005058,1,5059,4828.7,0.4829
EP005059,1,5060,1291.59,0.1292
EP005060,1,5061,6002.27,0.6002
EP005061,1,5062,707.74,0.0708
EP005062,1,5063,679.89,0.068
EP005063,1,5064,441.06,0.0441
EP005064,1,5065,1193.41,0.1193
EP005065,1,5066,1738.79,0.1739
EP005066,1,5067,2516.84,0.2517
EP005067,1,5068,420.25,0.042
EP005068,1,5069,4538.98,0.4539
EP005069,1,5070,15193.39,1.5193
EP005070,1,5071,1573.9,0.1574
EP005071,1,5072,2630.61,0.2631
EP005072,1,5073,2635.21,0.2635
EP005073,1,5074,143.47,0.0143
EP005074,1,5075,14954.84,1.4955
EP005075,1,5076,237.53,0.0238
EP005076,1,5077,546.39,0.0546
EP005077,1,5078,6752.24,0.6752
EP005078,1,5079,4591.64,0.4592
EP005079,1,5080,309.61,0.031
EP005080,1,5081,850.89,0.0851
EP005081,1,5082,536.02,0.0536
EP005082,1,5083,46.04,0.0046
EP005083,1,5084,71.22,0.0071
EP005084,1,5085,1913.26,0.1913
EP005085,1,5086,2070.29,0.207
EP005086,1,5087,158.14,0.0158
EP005087,1,5088,9464.82,0.9465
EP005088,1,5089,2665.77,0.2666
EP005089,1,5090,1368.36,0.1368
EP005090,1,5091,312.45,0.0312
EP005091,1,5092,409.49,0.0409
EP005092,1,5093,1202.51,0.1203
EP005093,1,5094,187.75,0.0188
EP005094,1,5095,7156.81,0.7157
EP005095,1,5096,892.33,0.0892
EP005096,1,5097,259.94,0.026
EP005097,1,5098,9143.48,0.9143
EP005098,1,5099,3219.88,0.322
EP005099,1,5100,643.68,0.0644
EP005100,1,5101,3193.91,0.3194
EP005101,1,5102,24979.27,2.4979
EP005102,1,5103,12393.62,1.2394
EP005103,1,5104,14530.8,1.4531
EP005104,1,5105,739.43,0.0739
EP005105,1,5106,50.73,0.0051
EP005106,1,5107,3893.95,0.3894
EP005107,1,5108,227.95,0.0228
